place_name,alternate_names,state,country,latitude,longitude,timezone_hours,altitude/elevation
Alcala la Real,Aebura|Al'kala-la-Real'|Alcala la Real|Ebora|a er ka la la lei ya er|alkala la ryal,Andalusia,Spain,37.4614,-3.92301,1.0,918.0
Alcala del Valle,Al'kala-del'-Val'e|Alcala del Valle|Alkala del Valye|alkala dl wal|alkala dyl faly|ba lie bao,Andalusia,Spain,36.90448,-5.1724,1.0,619.0
Alcala de los Gazules,Alcala de los Gazules,Andalusia,Spain,36.46212,-5.72382,1.0,209.0
Alcala de Guadaira,Al'kala-de-Gvadaira|Alcala de Guadaira,Andalusia,Spain,37.33791,-5.83951,1.0,71.0
Alcasser,alqsr,Valencia,Spain,39.36791,-0.44447,1.0,31.0
Alburquerque,Alburquerque,Extremadura,Spain,39.22076,-7.00234,1.0,426.0
Albunol,,Andalusia,Spain,36.79203,-3.205,1.0,259.0
Albox,,Andalusia,Spain,37.38856,-2.14949,1.0,420.0
Alboraya,Al'boraja|Al'borajja|Alboraia|Alboraya|a er wo lai a|albraya,Valencia,Spain,39.5,-0.35,1.0,10.0
Albolote,,Andalusia,Spain,37.23088,-3.6551,1.0,654.0
Alberic,Alberic|Alberique,Valencia,Spain,39.11667,-0.51667,1.0,29.0
Albatera,Al'batera|Albatera|a er wa te la|albatra|albatyra,Valencia,Spain,38.17902,-0.87059,1.0,21.0
Albal,Albal,Valencia,Spain,39.4,-0.41667,1.0,14.0
Albaida,Albaida,Valencia,Spain,38.83798,-0.51721,1.0,328.0
Albacete,ABC|Al'basete|Al'baseteh|Albacet|Albacete|Albasete|a er wa sai te|albasete|albasth|albasyty|albsyt|arubasete|bsyt,Castille-La Mancha,Spain,38.99424,-1.85643,1.0,695.0
Alaior,Alaior|Alayor,Balearic Islands,Spain,39.93034,4.14039,1.0,117.0
Alameda,Alameda,Andalusia,Spain,37.2087,-4.6586,1.0,430.0
Alaquas,Alacuas|Alakuas|Alaquas,Valencia,Spain,39.45568,-0.461,1.0,48.0
Aguimes,Agueimes|Aguimes|Agvimes,Canary Islands,Spain,27.90539,-15.44609,0.0,287.0
Aguilas,Agilas|Agudas|Aguilas|a ji la si|aghylas|agillaseu|agirasu,Murcia,Spain,37.4063,-1.58289,1.0,23.0
Aguilar,Aguilar de la Frontera,Andalusia,Spain,37.51476,-4.65717,1.0,370.0
Aguadulce,Barriada de Aguadulce,Andalusia,Spain,36.81409,-2.57235,1.0,38.0
Agaete,Agaehte|Agaete|a gai te|agaete|aghayty,Canary Islands,Spain,28.10023,-15.69998,0.0,55.0
Adra,Abdera|Adra,Andalusia,Spain,36.74831,-3.02076,1.0,12.0
Adeje,Adeche|Adeje|Adekhe|Costa Adeje|a de he|adykhy,Canary Islands,Spain,28.12271,-16.726,0.0,284.0
Aceuchal,Acebuchal|Acenchal|Aceuchal,Extremadura,Spain,38.64627,-6.48636,1.0,307.0
Alcala del Rio,Alcala|Alcala del Rio,Andalusia,Spain,37.5178,-5.98185,1.0,22.0
Abaran,Abaran|Albaran,Murcia,Spain,38.20551,-1.39907,1.0,188.0
Abanilla,Abanil'ja|Abanilla|Albanilla|Avanigia|Fabaniella|Favanella|La Zarza de Abanilla|a wa ni li ya|abanya,Murcia,Spain,38.20537,-1.04153,1.0,207.0
Punta Umbria,Punta Umbria,Andalusia,Spain,37.18213,-6.96605,1.0,10.0
Grao de Murviedro,,Valencia,Spain,39.64167,-0.23889,1.0,3.0
Zumaia,Zumaia|Zumaya,Basque Country,Spain,43.29469,-2.25341,1.0,2.0
Zumarraga,Sumaraga|Sumarraga|Zumarraga|su ma la jia|sumalaga|sumaraga|thwmaragha,Basque Country,Spain,43.08858,-2.31408,1.0,364.0
Zuera,Suehra|Suera|Zuera|su ai la|thwyra,Aragon,Spain,41.86775,-0.78984,1.0,283.0
Zarautz,Zarautz|Zarauz,Basque Country,Spain,43.28444,-2.16992,1.0,6.0
Zaragoza,Caesaraugusta|Caesarea Augusta|Caragoca|Salduba|Salduie|Saragoca|Saragosa|Saragosae|Saragoso|Saragossa|Saragosse|Saragoza|Saragozza|Sarakosa|Saraqosa|ZAZ|ZGZ|Zaragosa|Zaragoza|Zargoza|sa la ge sa|sa ra ko sa|salagosa|saragosa|saragwsa|sarajwsa|srgwsh|srqstt|taragota,Aragon,Spain,41.65606,-0.87734,1.0,214.0
Zamora,Samora|ZOB|Zamora|Zamoro|samora|thamora|zamwra,Castille and León,Spain,41.50633,-5.74456,1.0,662.0
Yuncos,Yuncos,Castille-La Mancha,Spain,40.0859,-3.87106,1.0,553.0
Viveiro,,Galicia,Spain,43.66228,-7.59344,1.0,30.0
Gasteiz / Vitoria,Bittorixa|Gasteiz|VIT|Victoriacum|Vitoria|Vitoria-Gasteiz|Vitorija|Vitorija-Gastejs|Vitorio|bitoria|wytwryh,Basque Country,Spain,42.84998,-2.67268,1.0,547.0
Vinaros,Vinaros|Vinarose|Vinaroz,Valencia,Spain,40.47033,0.47559,1.0,12.0
Villaviciosa de Odon,Vil'javisiosa-de-Odon|Villaviciosa de Odon,Madrid,Spain,40.3581,-3.9043,1.0,645.0
Villaviciosa,,Asturias,Spain,43.48126,-5.43574,1.0,6.0
Villaverde,,Madrid,Spain,40.35,-3.7,1.0,597.0
Villarejo de Salvanes,Villarejo de Salvanes,Madrid,Spain,40.16663,-3.27277,1.0,755.0
Villaquilambre,Vil'jakilambre|Villaquilambre|bi li ya ji lan fu lei,Castille and León,Spain,42.64685,-5.55835,1.0,893.0
Vilanova i la Geltru,Vilanova|Vilanova i la Geltru,Catalonia,Spain,41.22392,1.72511,1.0,25.0
Villanueva del Pardillo,Villanueva del Pardillo,Madrid,Spain,40.49014,-3.96383,1.0,654.0
Villanueva de la Canada,Villanueva de la Canada,Madrid,Spain,40.44689,-4.00428,1.0,655.0
Vilanova de Arousa,Villanueva,Galicia,Spain,42.564,-8.82797,1.0,5.0
Villamuriel de Cerrato,Villamuriel de Cerrato,Castille and León,Spain,41.94935,-4.51584,1.0,726.0
Villalbilla,Villalbilla,Madrid,Spain,40.43044,-3.29904,1.0,778.0
Vilalba,Vilalba|Villalba,Galicia,Spain,43.29806,-7.6813,1.0,478.0
Vilagarcia de Arousa,Vilagarcia|Vilagarsija de Arouza,Galicia,Spain,42.59631,-8.76426,1.0,10.0
Vilafranca del Penedes,Vil'jafranka-del'-Penedes|Vilafranca Penedes|Vilafranca del Penedes|Vilafranca do Penedes - Vilafranca del Penedes|Villafranca del Panades,Catalonia,Spain,41.34618,1.69713,1.0,229.0
Villa del Prado,Villa del Prado,Madrid,Spain,40.27852,-4.30534,1.0,517.0
Villabona,Villabona,Basque Country,Spain,43.1854,-2.05304,1.0,59.0
Villablino,Vil'jablino|Villablino|bi li ya fu li nuo,Castille and León,Spain,42.93932,-6.31943,1.0,1002.0
Atarrabia,Atarrabia|Villava,Navarre,Spain,42.8323,-1.60735,1.0,436.0
Vila-seca,Vila-seca|Vilaseca|Vilaseca de Solcina,Catalonia,Spain,41.11118,1.14764,1.0,40.0
Vilaseca,Vila-seka|Vilaseca,Catalonia,Spain,42.06174,2.25528,1.0,536.0
Vilanova del Cami,Vilanova del Cami,Catalonia,Spain,41.57165,1.63751,1.0,310.0
Viladecans,Biladakans|Viladekans|bi la de kan si|fyladykans,Catalonia,Spain,41.31405,2.01427,1.0,20.0
Vigo,Bigo|VGO|Viga|Vigas|Vigo|Vigo shaary|Vigu|bi ko|bigo|bygw|fyghw|vigo|wei ge|wgw|wygw,Galicia,Spain,42.23282,-8.72264,1.0,86.0
Vielha,V'el'ja|Vielha|Vielha e Mijaran|Viella|Viella Mitg Aran,Catalonia,Spain,42.70196,0.79556,1.0,976.0
Vic,Vic|a'usa,Catalonia,Spain,41.93012,2.25486,1.0,490.0
Vicalvaro,Vicalvaro distritu|Vikal'varo|Vikalvaro|bikarubaro,Madrid,Spain,40.4,-3.6,1.0,651.0
Verin,,Galicia,Spain,41.94149,-7.43809,1.0,387.0
Bergara,Bergara|Vergara,Basque Country,Spain,43.1151,-2.4175,1.0,185.0
Venta de Banos,Venta de Banos|Venta-de-Ban'jos|Venta-de-Ban'os|ben ta de wa ni ao si,Castille and León,Spain,41.9211,-4.49089,1.0,724.0
El Vendrell,El Vendrell|Vendrel'|Vendrell|el Vendrell,Catalonia,Spain,41.21667,1.53333,1.0,41.0
Velilla de San Antonio,Velilla de San Antonio,Madrid,Spain,40.36516,-3.48484,1.0,554.0
Vedra,Santa Eulalia|Vedra,Galicia,Spain,42.77817,-8.47636,1.0,192.0
Balmaseda,Balmaseda|Valmaseda,Basque Country,Spain,43.2,-3.2,1.0,212.0
Valls,Val's|Valls,Catalonia,Spain,41.28612,1.24993,1.0,223.0
Vallirana,Vallirana,Catalonia,Spain,41.38676,1.93205,1.0,191.0
Vallecas,Vallecas,Madrid,Spain,40.38333,-3.61667,1.0,648.0
Valladolid,Lungsod ng Valladolid|Pincia|Pucela|VLL|Vagiadolid|Val'jadalid|Val'jadolid|Valadoli|Valadolid|Valadolido|Valdoletum|Valhadolid|Valjadolid|Valjadolida|Valjadolidas|Valladolid|Valladolis|Valladolit|Vallis Tolitum|Valyadolid|Vayadolid|ba li ya duo li de|ba ya do lid|baryadoriddo|bayadollideu|bld alwlyd|fayadwlydh|valiadolidi|vayadolida|wayadwlyd,Castille and León,Spain,41.65541,-4.72353,1.0,702.0
Valga,,Galicia,Spain,42.69792,-8.63959,1.0,75.0
Valdovino,Santa Eulalia|Valdovino,Galicia,Spain,43.6,-8.13333,1.0,161.0
Valdetorres de Jarama,Valdetorres de Jarama,Madrid,Spain,40.69366,-3.51156,1.0,655.0
Valdemoro,Val'demoro|Valdemoro|Vallis Mauri|ba er de mo luo|fladymwrw,Madrid,Spain,40.19081,-3.67887,1.0,607.0
Valdemorillo,Valdemorillo,Madrid,Spain,40.50064,-4.0671,1.0,811.0
Rivas-Vaciamadrid,Rivas Vaciamadrid|Vaciamadrid|Vasiamadrid,Madrid,Spain,40.32605,-3.51089,1.0,570.0
Utebo,Utebo,Aragon,Spain,41.70826,-0.99916,1.0,213.0
Usurbil,Usurbil,Basque Country,Spain,43.27164,-2.04912,1.0,33.0
Urnieta,,Basque Country,Spain,43.24727,-1.99084,1.0,60.0
Ulldecona,,Catalonia,Spain,40.59734,0.44718,1.0,133.0
Tui,Tui|Tuy,Galicia,Spain,42.04713,-8.64435,1.0,50.0
Tudela de Duero,Tudela|Tudela de Duera|Tudela de Duero,Castille and León,Spain,41.5845,-4.58093,1.0,706.0
Tudela,EEL|Tudela,Navarre,Spain,42.06166,-1.60452,1.0,266.0
Tremp,Tremp,Catalonia,Spain,42.16703,0.89487,1.0,475.0
Tossa de Mar,Tossa|Tossa de Mar,Catalonia,Spain,41.71667,2.93333,1.0,25.0
Tortosa,Tortosa|Tortoza|Turtoza|tourutoza|trtwsht|tuo er tuo sa|twrtwsh,Catalonia,Spain,40.81249,0.5216,1.0,18.0
Torroella de Montgri,Torroella|Torroella de Montgri,Catalonia,Spain,42.04254,3.12703,1.0,29.0
Torres de la Alameda,Torres de la Alameda,Madrid,Spain,40.40264,-3.35767,1.0,672.0
Torrelodones,,Madrid,Spain,40.57654,-3.92658,1.0,856.0
Torrelles de Llobregat,Torrellas de Llobregat|Torrelles|Torrelles de Llobregat,Catalonia,Spain,41.35,1.98333,1.0,162.0
Torrelavega,TVE|Torelavega|Torrelavega|torerabega|tuo lei la wei jia|twrylafyja,Cantabria,Spain,43.34943,-4.04785,1.0,31.0
Torrejon de la Calzada,Torrejon de la Calzada,Madrid,Spain,40.19886,-3.797,1.0,629.0
Torrejon de Ardoz,Torechon de Ardosas|Torekhon de Ardos|Torrejon de Ardoz|Torrekhon-de-Ardos|Turricula Ardozensis|tuo lei hong de ya er duo si,Madrid,Spain,40.45535,-3.46973,1.0,588.0
Torredembarra,Torredembara,Catalonia,Spain,41.14505,1.39861,1.0,26.0
Torreblanca,Torreblanca,Valencia,Spain,40.22033,0.1965,1.0,30.0
Toro,Toro|Toro  Zamora,Castille and León,Spain,41.52417,-5.39534,1.0,733.0
Torello,Torel'o|Torello|tuo lei e|twrylw,Catalonia,Spain,42.04627,2.26679,1.0,537.0
Tordesillas,Tordesil'jas|Tordesilas|Tordesilhas|Tordesillas|toleudesiyaseu|torudeshiryasu|tuo er de xi li ya si,Castille and León,Spain,41.50202,-5.00146,1.0,705.0
Tordera,Tordera,Catalonia,Spain,41.69914,2.71888,1.0,41.0
Tona,Tona,Catalonia,Spain,41.84789,2.22808,1.0,601.0
Tomino,Santa Maria|Tomino,Galicia,Spain,41.98772,-8.75502,1.0,17.0
Tolosa,Tolosa,Basque Country,Spain,43.13484,-2.07801,1.0,80.0
Tineo,Tineo|Tineu|di nei ao|tynyw,Asturias,Spain,43.33765,-6.41452,1.0,704.0
Tiana,Tiana,Catalonia,Spain,41.48201,2.26702,1.0,115.0
Teia,Teia,Catalonia,Spain,41.49804,2.32206,1.0,128.0
Tetuan de las Victorias,Tetuan|Tetuan de las Victorias,Madrid,Spain,40.45975,-3.6975,1.0,725.0
Teruel,Provincia Terulium|TEJ|TEV|Tehruehl'|Tergueel|Terol|Teruehl'|Teruel|Teruel'|Teruelis|Teruelo|Terulium|Tervel|te lu ai er|teluel|terueru|trwyl|tyrwal|tyrwyl,Aragon,Spain,40.3456,-1.10646,1.0,908.0
Teo,Santa Maria|Teo,Galicia,Spain,42.795,-8.548,1.0,121.0
Tauste,Deustia|Tauest|Taust|Tauste|tao si te|tawsty,Aragon,Spain,41.91804,-1.25343,1.0,272.0
Tarrega,Tarrega,Catalonia,Spain,41.64704,1.13957,1.0,384.0
Terrassa,Terasa|Terrassa|telasa|terrasa,Catalonia,Spain,41.56667,2.01667,1.0,302.0
Tarragona,QGN|Taragono|Tarraco|Tarrago|Tarragona|Tarragone|taragona|taragwna|trgwnh,Catalonia,Spain,41.11905,1.24544,1.0,60.0
Tarazona,Taracona|Tarasona|Tarassona|Tarazona|Tarazona de Aragon|Turiasso|ta la suo na|tarasona|tarathwna,Aragon,Spain,41.90475,-1.72678,1.0,493.0
Tarancon,Tarancon|Tarankon|ta lan kong|tarankwn,Castille-La Mancha,Spain,40.00851,-3.00731,1.0,817.0
Taradell,Taradell,Catalonia,Spain,41.87495,2.28662,1.0,636.0
Tafalla,Tafal'ja|Tafalla|Tubalia|ta fa li ya|tafarya,Navarre,Spain,42.52687,-1.67446,1.0,424.0
Suria,Suria,Catalonia,Spain,41.83333,1.75,1.0,281.0
Suances,Suances,Cantabria,Spain,43.43341,-4.04338,1.0,7.0
Soria,Soria|Sorija|Sorio|Soriya|Soryja|XJO|solia|soria|srya|suo li ya|swryh,Castille and León,Spain,41.76401,-2.46883,1.0,1064.0
Sopela,Sopela|Sopelana,Basque Country,Spain,43.37891,-2.98313,1.0,51.0
Porto do Son,Son,Galicia,Spain,42.72482,-9.00527,1.0,12.0
Solsona,Solsona,Catalonia,Spain,41.99395,1.51706,1.0,687.0
Sitges,Sitges|Sitzhes,Catalonia,Spain,41.23506,1.81193,1.0,18.0
Silleda,Silleda|Sillede,Galicia,Spain,42.69605,-8.24653,1.0,494.0
Sevilla La Nueva,Sevilla La Nueva,Madrid,Spain,40.34775,-4.02727,1.0,675.0
Sestao,Sestao|sai si tao|systaw,Basque Country,Spain,43.30975,-3.00716,1.0,65.0
Sesena,,Castille-La Mancha,Spain,40.10473,-3.69793,1.0,610.0
La Seu d'Urgell,LEU|La Seo d'Urgel|La Seo de Urgel|La Seu d'Urgell|La Seu de Urgell|Orgellis civitas|Orgellum|Seo de Urgel|Urgelitana sedes|Urgell|Urgellum|la Seu d'Urgell,Catalonia,Spain,42.35877,1.46144,1.0,700.0
Sentmenat,Sentmenat,Catalonia,Spain,41.60862,2.13532,1.0,213.0
Segovia,Segovia|Segovie|Segovija|Segovio|Segowia|Senkovia|XOU|sai ge wei ya|se ko beiy|segobia|segovi'a|segovia|sgwbya|sgwbyh|shqwbyt|syjwvya,Castille and León,Spain,40.94808,-4.11839,1.0,996.0
Sarria,Sarria|Sarrija|Sorria|sa li ya|saria,Galicia,Spain,42.78148,-7.41431,1.0,422.0
Cerdanyola del Valles,Cerdanyola|Cerdanyola del Valles,Catalonia,Spain,41.49109,2.14079,1.0,88.0
Sant Vicenc de Montalt,San Vicente de Mont-Alt|Sant Vicenc de Montalt,Catalonia,Spain,41.57853,2.50879,1.0,144.0
Sant Vicenc dels Horts,Sant Vicenc dels Horts,Catalonia,Spain,41.39317,2.00689,1.0,61.0
Sant Vicenc de Castellet,San Vicente de Castellet|Sant Vicenc de Castellet,Catalonia,Spain,41.66667,1.86667,1.0,198.0
Barakaldo,Baracaldo|Barakaldo|Done Bikendi|San Bizente|San Bizenti-Barakaldo|San Vicente de Baracaldo|Sanbi,Basque Country,Spain,43.29639,-2.98813,1.0,27.0
Santurtzi,Santurce|Santurce-Antiguo|Santurtzi,Basque Country,Spain,43.32842,-3.03248,1.0,13.0
Sants,Sants,Catalonia,Spain,41.37426,2.13826,1.0,45.0
Santona,Santon'ja|Santona|Santonija|sang tuo ni ya|santwnya,Cantabria,Spain,43.44386,-3.45757,1.0,10.0
Santo Domingo de la Calzada,Ozkabarte|Santo Domingo de la Calzada|Santo Domingo de la Kalsada|Santo-Domingo-de-la-Kal'sada|santodoming-godelakalsada|sheng duo ming ge-de la ka er sa da,La Rioja,Spain,42.44015,-2.95365,1.0,646.0
Sant Just Desvern,Sant Just Desvern,Catalonia,Spain,41.38389,2.06758,1.0,109.0
Sant Joan de Vilatorrada,San Joan de Vilatorrada,Catalonia,Spain,41.74549,1.80476,1.0,230.0
Santiago de Compostela,Compostela|Compostelako Donejakue|Compostella|Lungsod ng Santiago de Compostela|SCQ|Saint-Jacques-de-Compostelle|Sant'jago-de-Kompostela|Sant'jago-de-Kompostelae|Santiago|Santiago de Compostela|Santiago de Compostella|Santiago de Kompostela|Santiago di Compostela|Santiago nte Kompostela|Santiagu de Compostela|Santiaqo de Kompostela|Santijago de Kompostela|Santjaga-deh-Kampastehla|Santjago de Kompostela|Sint-Djake-el-Galice|cantiyako te kompocutela|kong bo si te la de sheng de ya ge|san teiy ko dek xm po s te la|santi'ago de komaposatela|santi'ago de kompostela|santiagodekomposeutella|santiyago de kompostela|santyaghw dy kwmbwstyla|santyagw d kmpwstla|santyajw dy kwmbwstyla|sheng de ya ge jin bo si te la|sheng de ya ge-de kong bo si te la,Galicia,Spain,42.88052,-8.54569,1.0,257.0
Santa Perpetua de Mogoda,Santa Perpetua de Mogoda|Santa Perpetua de Moguda,Catalonia,Spain,41.53333,2.18333,1.0,70.0
Santander,Portus Victoriae Iuliobrigensium|SDR|Sanandere|Santandehr|Santandel|Santander|Santandera|Santanderas|Santandero|cantanter|sang tan de|santandeleu|santandera|santanderu|santandr|santandyr|sntndr,Cantabria,Spain,43.46589,-3.80493,1.0,1.0
Santa Marta de Tormes,Santa Marta de Tormes,Castille and León,Spain,40.95065,-5.62723,1.0,788.0
Santa Marta de Ortigueira,Ortigueira|Santa Marta de Ortigueira,Galicia,Spain,43.68333,-7.85,1.0,37.0
Santa Maria de Palautordera,,Catalonia,Spain,41.69417,2.44566,1.0,213.0
Santa Maria de Cayon,Santa Maria de Cayon|Santa-Marija-de-Kajon|santa marya dy kaywn|sheng ma li ya de kai weng,Cantabria,Spain,43.30849,-3.8368,1.0,105.0
Barbera del Valles,Barbera Del Valles|Barbera del Valles|Santa Maria de Barbera,Catalonia,Spain,41.5159,2.12457,1.0,144.0
Santa Eulalia de Roncana,,Catalonia,Spain,41.65,2.23333,1.0,155.0
Santa Uxia de Ribeira,Reviera|Ribeira|Riveira|Santa Eugenia de Reviera|Santa Eugenia de Ribeira|Santa Eugenia de Riveira,Galicia,Spain,42.55352,-8.99094,1.0,18.0
Santa Cruz de Bezana,Santa-Krus-de-Besana|santa krwz dy byzana|sheng ke lu si de wei sa na,Cantabria,Spain,43.4437,-3.90324,1.0,44.0
Santa Cristina d'Aro,Santa Cristina d'Aro|Santa Cristina de Aro,Catalonia,Spain,41.81667,3.0,1.0,55.0
Santa Comba,Santa Comba,Galicia,Spain,43.03306,-8.80925,1.0,384.0
Santa Coloma de Gramenet,Santa Coloma|Santa Coloma de Gramenet|Santa-Koloma-de-Gramanet,Catalonia,Spain,41.45152,2.2081,1.0,39.0
Santa Coloma de Farners,Santa Colama de Farnes|Santa Coloma de Farners|Santa Coloma de Farnes,Catalonia,Spain,41.86667,2.66667,1.0,158.0
Santa Coloma de Cervello,Santa Coloma|Santa Coloma de Cervello|Santa Colomba de Cervello,Catalonia,Spain,41.36736,2.01426,1.0,16.0
San Sebastian de los Reyes,S.S. de los Reyes|SS de los Reyes|San Sebastian de los Rejesas|San Sebastian de los Reyes|San Sebastijan de los Rejes|San-Sebast'jan-de-los-Rees|San-Sebastian-de-los-Rejes|Sanctus Sebastianus Regum|Sanse|san sbastyan dy lws ryys|sheng sai wa si di an de luo si lei ai si,Madrid,Spain,40.55555,-3.62733,1.0,685.0
San Sebastian,Donosti|Donostia|Donostia / San Sebastian|Donostia San Sebasian|Donostia-San Sebastian|Donostio|EAS|La Bella Easo|Saint-Sebastien|San Sebastian|San-Sebast'jan|Sanse|Sant Sebastia|Sao Sebastiao|san sbastyan|sheng sai wa si ti an,Basque Country,Spain,43.31283,-1.97499,1.0,17.0
Sant Sadurni d'Anoia,Sant Sadurni|Sant Sadurni d'Anoia,Catalonia,Spain,41.42555,1.78519,1.0,170.0
Sant Quirze del Valles,San Quirico de Tarrasa|Sant Quirze del Valles,Catalonia,Spain,41.53333,2.08333,1.0,178.0
Sant Pol de Mar,San Pol de Mar|Sant Pol de Mar,Catalonia,Spain,41.60177,2.61741,1.0,15.0
Sant Pere de Ribes,San Pedro de Ribas|Sant Pere de Ribes,Catalonia,Spain,41.26045,1.77391,1.0,50.0
Premia de Dalt,Premia de Dalt,Catalonia,Spain,41.5,2.35,1.0,70.0
San Martin de Valdeiglesias,San Martin de Valdeiglesias|San Martin de Valdieglesias|San-Martin-de-Val'deiglesias|San-Martin-de-Val'dejgles'jas|san martn dy faldyjlysyas|sheng ma ding-de ba er dai ge lai xi ya si,Madrid,Spain,40.36185,-4.39831,1.0,675.0
San Martin de la Vega,San Martin de la Vega|San-Martin-de-la-Vega|san martyn dy la fygha|sheng ma er ting de la wei jia,Madrid,Spain,40.20735,-3.57063,1.0,518.0
San Lorenzo de El Escorial,El Escorial|Eskorialo|San Lorenzo|San Lorenzo del Escorial|San-Lorenso-de-Ehl'-Ehskorial'|San-Lorenso-de-El'-Eskorial'|san lwrnzw dy sh alaskwryal|sanlolensodeel-eseukolial|sheng luo lun suo de ai lai si ke li ya er,Madrid,Spain,40.59144,-4.14738,1.0,1049.0
Vilassar de Mar,Vilassar de Mar|Vilassar del Mar,Catalonia,Spain,41.50507,2.39227,1.0,19.0
Sant Joan Despi,Sant Joan Despi,Catalonia,Spain,41.36718,2.0574,1.0,22.0
San Ildefonso,La Granja|La Granja de San Ildefonso|Real Sitio de San Ildefonso|San Ildefonso|San-Il'defonso|Sankta Ildefonso|sheng yi er de feng suo,Castille and León,Spain,40.90182,-4.00685,1.0,1166.0
Sangueesa/Zangoza,Sangossa|Sangueesa|Sanguehsa|Sanguesa|Zangotza|Zangoza|sang ge sa|sanguesa,Navarre,Spain,42.57483,-1.28283,1.0,405.0
Sanxenxo,Sangenjo|Sanxenxo,Galicia,Spain,42.39996,-8.80698,1.0,11.0
San Fernando de Henares,San Fernando de Enares|San Fernando de Henares|San-Fernando de Henaro|San-Fernando-de-Ehnares|San-Fernando-de-Enares|ai na lei si he pan sheng fei er nan duo|san frnandw dy hynarys,Madrid,Spain,40.42386,-3.53261,1.0,588.0
Sant Feliu de Llobregat,Feliu-de-L'obregat|San Feliu de Llobregat|Sant Feliu|Sant Feliu de Llobregat,Catalonia,Spain,41.38333,2.05,1.0,81.0
Sant Feliu de Guixols,San Feliu de Gisols|San Feliu de Guixols|San-Faliu-da-Gishuls|San-Feliu-de-Gishol's|Sant Feliu de Guixols|san fylyw dy ghykswls|sant flyw d gyksls|sheng fei liu-de ji ke suo er si,Catalonia,Spain,41.78333,3.03333,1.0,12.0
Sant Cugat del Valles,Sant Cugat|Sant Cugat del Valles,Catalonia,Spain,41.47063,2.08611,1.0,121.0
Sant Celoni,San Celoni|Sant Celoni,Catalonia,Spain,41.68921,2.48965,1.0,162.0
Sant Carles de la Rapita,San Carlos des la Rapida|San-Karlos-de-la-Rapita|Sant Carles de la Rapita,Catalonia,Spain,40.61667,0.6,1.0,1.0
Sant Boi de Llobregat,Sant Boi de Llobregat,Catalonia,Spain,41.34357,2.03659,1.0,45.0
Sant Andreu,Distrito Sant Andreu|Sant Andreu|Sant Andreu de Palomar,Catalonia,Spain,41.43541,2.18982,1.0,34.0
San Andres del Rabanedo,San Andres de Rabanedo|San Andres del Rabanedo|San-Andres-del'-Rabanedo|sheng an de lei si de er la wa nei duo,Castille and León,Spain,42.61174,-5.61671,1.0,852.0
Sant Andreu de Llavaneres,,Catalonia,Spain,41.56667,2.48333,1.0,107.0
Sant Andreu de la Barca,San Andres de la Barca|Sant Andreu de la Barca,Catalonia,Spain,41.44659,1.97187,1.0,61.0
San Agustin del Guadalix,San Agustin|San Agustin del Guadalix,Madrid,Spain,40.67882,-3.61639,1.0,674.0
Sant Adria de Besos,San Adrian de Besos|Sant Adria|Sant Adria de Besos|Sant-Adria-da-Bazos|san adryan dy byzws|sang ta de li ya de wei suo si,Catalonia,Spain,41.43073,2.21855,1.0,17.0
San Adrian,San Adrian,Navarre,Spain,42.33433,-1.93509,1.0,301.0
Sama,Langreo|Llangreu|Sama de Langreo|Same,Asturias,Spain,43.29568,-5.68416,1.0,220.0
Salvatierra de Mino,Salvatierra|Salvatierra de Mino|San Lorenzo,Galicia,Spain,42.08333,-8.5,1.0,35.0
Salt,Salt,Catalonia,Spain,41.97489,2.79281,1.0,86.0
Salou,Salou|sa luo|salw|sarou,Catalonia,Spain,41.07663,1.14163,1.0,6.0
Sallent,Sallent|Sallent de Llobregat,Catalonia,Spain,41.82602,1.8955,1.0,290.0
Salas,Salas,Asturias,Spain,43.4118,-6.26023,1.0,297.0
Salamanca,Helmantica|SLM|Salamanca|Salamanka|Salamanko|Salamanque|Salmantica|saramanka|slmnqt,Castille and León,Spain,40.96882,-5.66388,1.0,815.0
Sada,Sada|Sada da Area|Santa Maria de Sada,Galicia,Spain,43.35619,-8.25796,1.0,44.0
Sabinanigo,Sabin'janigo|Sabinanigo|Samianigo|sa wei ni ya ni ge,Aragon,Spain,42.51924,-0.36607,1.0,790.0
Sabadell,QSA|Sabadell,Catalonia,Spain,41.54329,2.10942,1.0,187.0
Rubi,Rubi,Catalonia,Spain,41.49226,2.03305,1.0,145.0
Roses,Rhode|Rosas|Roses,Catalonia,Spain,42.26199,3.17689,1.0,11.0
O Rosal,,Galicia,Spain,41.93536,-8.83677,1.0,25.0
Riudoms,Riudoms|Riudors|Ruidoms|Ruidons,Catalonia,Spain,41.13333,1.05,1.0,117.0
Ripollet,Ripol'et|Ripollet|Ripolyet|Ripul'et|li bo lie te|rybwlyt|rypyt,Catalonia,Spain,41.49686,2.15739,1.0,79.0
Ripoll,Ripoll|Rivipolli|Rivipullo,Catalonia,Spain,42.20064,2.19033,1.0,697.0
Ribeira,Ribeira,Galicia,Spain,42.73809,-8.44106,1.0,158.0
Ribadumia,Ribadumia|Santa Eulalia,Galicia,Spain,42.51667,-8.75,1.0,45.0
Ribadesella,Ribadesel'ja|Ribadeselja|Ribadesella|Ribesella|Ribeseya|li wa de sai li ya|rybadsya|rybadysya,Asturias,Spain,43.46145,-5.05955,1.0,20.0
Ribadeo,Ribadeo,Galicia,Spain,43.53704,-7.04095,1.0,45.0
